HomeTeam,VisitingTeam,Home_Matches_Wo,Visitor_Matches_won,winner,loser,matchdate,scorecrdid,descr,positionplayed,score,winnersTeamName,losersTeamName,hteamid,vteamid,MatchdateOrderBy,PositionOrderBy,ScoreCardIDOrderBy
"Richmond, University of",Johns Hopkins University,5,4,"Gaines, Bennett ","Osman, Adam ",1/25/2020,148945,CSA Men,4,"11-4,8-11,11-4,11-8","Richmond, University of",Johns Hopkins University,25389,25378,1/25/2020,4,148945
"Richmond, University of",Johns Hopkins University,5,4,"Safran, Nathan ","Pritchard, Ethan ",1/25/2020,148945,CSA Men,5,"11-3,12-10,11-8",Johns Hopkins University,"Richmond, University of",25389,25378,1/25/2020,5,148945
"Richmond, University of",Johns Hopkins University,5,4,"Phan, Hai ","Beyer, Daniel ",1/25/2020,148945,CSA Men,6,"11-4,11-2,7-11,4-11,11-6",Johns Hopkins University,"Richmond, University of",25389,25378,1/25/2020,6,148945
"Richmond, University of",Johns Hopkins University,5,4,"Massie, Hampton ","Spanos, John ",1/25/2020,148945,CSA Men,7,"11-3,11-6,11-8","Richmond, University of",Johns Hopkins University,25389,25378,1/25/2020,7,148945
"Richmond, University of",Johns Hopkins University,5,4,"Schindler, John ","Martin, Everett ",1/25/2020,148945,CSA Men,8,"11-3,11-3,11-4",Johns Hopkins University,"Richmond, University of",25389,25378,1/25/2020,8,148945
"Richmond, University of",Johns Hopkins University,5,4,"Zmily, Sam ",unknown2,1/25/2020,148945,CSA Men,9,"0-11,0-11,0-11",Johns Hopkins University,"Richmond, University of",25389,25378,1/25/2020,9,148945
"Richmond, University of",Johns Hopkins University,5,4,unknown1,unknown2,1/25/2020,148945,CSA Men,10,"11-0,11-0,11-0","Richmond, University of",Johns Hopkins University,25389,25378,1/25/2020,10,148945
"Richmond, University of",Vanderbilt University,7,2,"Jalan, Yash ","William, Tiwana ",1/25/2020,148946,CSA Men,1,"11-7,5-11,11-6,12-10","Richmond, University of",Vanderbilt University,25389,25341,1/25/2020,1,148946
"Richmond, University of",Vanderbilt University,7,2,"Manges, Teddy ","Pianka, Matthew J",1/25/2020,148946,CSA Men,2,"11-7,8-11,11-4,11-6","Richmond, University of",Vanderbilt University,25389,25341,1/25/2020,2,148946
"Richmond, University of",Vanderbilt University,7,2,"McAtee, Jackson C.","Boyer, David ",1/25/2020,148946,CSA Men,3,"11-9,11-4,11-6","Richmond, University of",Vanderbilt University,25389,25341,1/25/2020,3,148946
"Richmond, University of",Vanderbilt University,7,2,"Gaines, Bennett ","Kent, Bobby ",1/25/2020,148946,CSA Men,4,"11-6,9-11,11-2,11-5","Richmond, University of",Vanderbilt University,25389,25341,1/25/2020,4,148946
"Richmond, University of",Vanderbilt University,7,2,"Pritchard, Ethan ","Kresge, Schuyler ",1/25/2020,148946,CSA Men,5,"8-11,11-4,8-11,11-5,11-7","Richmond, University of",Vanderbilt University,25389,25341,1/25/2020,5,148946
"Richmond, University of",Vanderbilt University,7,2,"Beyer, Daniel ","Rebak, Joseph ",1/25/2020,148946,CSA Men,6,"11-6,7-11,11-9,11-7","Richmond, University of",Vanderbilt University,25389,25341,1/25/2020,6,148946
"Richmond, University of",Vanderbilt University,7,2,"Massie, Hampton ","Bernstein, Meredith ",1/25/2020,148946,CSA Men,7,"11-7,11-6,5-11,13-11","Richmond, University of",Vanderbilt University,25389,25341,1/25/2020,7,148946
"Richmond, University of",Vanderbilt University,7,2,"LaBarge, Schuyler ","Martin, Everett ",1/25/2020,148946,CSA Men,8,"11-5,11-9,11-8",Vanderbilt University,"Richmond, University of",25389,25341,1/25/2020,8,148946
"Richmond, University of",Vanderbilt University,7,2,"Conway, Sarah ",unknown2,1/25/2020,148946,CSA Men,9,"0-11,0-11,0-11",Vanderbilt University,"Richmond, University of",25389,25341,1/25/2020,9,148946
"Richmond, University of",Vanderbilt University,7,2,unknown1,unknown2,1/25/2020,148946,CSA Men,10,"11-0,11-0,11-0","Richmond, University of",Vanderbilt University,25389,25341,1/25/2020,10,148946
Ohio St University,Xavier University,8,1,"Schmidt, Joe D.","Juszczyk, Sam C.",1/25/2020,149040,CSA Men,1,"11-6,11-7,11-4",Ohio St University,Xavier University,25398,27843,1/25/2020,1,149040
Ohio St University,Xavier University,8,1,"Kovalovich, Corey ","Greenwell, Slater P.",1/25/2020,149040,CSA Men,2,"11-3,11-8,11-4",Ohio St University,Xavier University,25398,27843,1/25/2020,2,149040
Ohio St University,Xavier University,8,1,"Saad, Mohammed ","Green, Evan ",1/25/2020,149040,CSA Men,3,"11-2,11-4,11-2",Ohio St University,Xavier University,25398,27843,1/25/2020,3,149040
Ohio St University,Xavier University,8,1,"Wilson, Reid ","Heekin, Owen ",1/25/2020,149040,CSA Men,4,"11-6,11-4,11-6",Ohio St University,Xavier University,25398,27843,1/25/2020,4,149040
Ohio St University,Xavier University,8,1,"Fabec, Noah ","Kempton, Maxx ",1/25/2020,149040,CSA Men,5,"11-5,11-1,11-4",Ohio St University,Xavier University,25398,27843,1/25/2020,5,149040
Ohio St University,Xavier University,8,1,"Powers, Jessica P.","Winters, Jack ",1/25/2020,149040,CSA Men,6,"11-6,11-5,11-3",Ohio St University,Xavier University,25398,27843,1/25/2020,6,149040
Ohio St University,Xavier University,8,1,"Hutton, Addison ","Morris, Hank ",1/25/2020,149040,CSA Men,7,"11-8,11-9,11-8",Ohio St University,Xavier University,25398,27843,1/25/2020,7,149040
Ohio St University,Xavier University,8,1,"Sreeram, Rahul ","Cashman, Matt ",1/25/2020,149040,CSA Men,8,"11-6,11-8,11-3",Ohio St University,Xavier University,25398,27843,1/25/2020,8,149040
Ohio St University,Xavier University,8,1,"Constantine, David ",unknown2,1/25/2020,149040,CSA Men,9,"0-11,0-11,0-11",Xavier University,Ohio St University,25398,27843,1/25/2020,9,149040
Ohio St University,Xavier University,8,1,unknown1,unknown2,1/25/2020,149040,CSA Men,10,"11-0,11-0,11-0",Ohio St University,Xavier University,25398,27843,1/25/2020,10,149040
Ohio St University,"Michigan, University of",3,6,"Waldman, Jeremy A.","Schmidt, Joe D.",1/25/2020,149041,CSA Men,1,"11-5,9-11,11-9,11-9","Michigan, University of",Ohio St University,25398,25410,1/25/2020,1,149041
Ohio St University,"Michigan, University of",3,6,"Kovalovich, Corey ","Alpert, Louis K",1/25/2020,149041,CSA Men,2,"8-11,11-5,11-7,11-6",Ohio St University,"Michigan, University of",25398,25410,1/25/2020,2,149041
Ohio St University,"Michigan, University of",3,6,"Kothekar, Akik ","Saad, Mohammed ",1/25/2020,149041,CSA Men,3,"11-8,11-4,11-4","Michigan, University of",Ohio St University,25398,25410,1/25/2020,3,149041
Ohio St University,"Michigan, University of",3,6,"Doherty, Brendan ","Wilson, Reid ",1/25/2020,149041,CSA Men,4,"17-15,11-6,11-2","Michigan, University of",Ohio St University,25398,25410,1/25/2020,4,149041
Ohio St University,"Michigan, University of",3,6,"Jain, Yajwin ","Fabec, Noah ",1/25/2020,149041,CSA Men,5,"11-6,11-3,11-8","Michigan, University of",Ohio St University,25398,25410,1/25/2020,5,149041
Ohio St University,"Michigan, University of",3,6,"Powers, Jessica P.","Ngo, Ducminh ",1/25/2020,149041,CSA Men,6,"11-6,9-11,11-7,11-2",Ohio St University,"Michigan, University of",25398,25410,1/25/2020,6,149041
Ohio St University,"Michigan, University of",3,6,"Hutton, Addison ","Hynes, Conor G",1/25/2020,149041,CSA Men,7,"11-5,5-11,7-11,11-5,12-10",Ohio St University,"Michigan, University of",25398,25410,1/25/2020,7,149041
Ohio St University,"Michigan, University of",3,6,"Hager, Jacqueline ","Sreeram, Rahul ",1/25/2020,149041,CSA Men,8,"11-9,11-3,5-11,11-3","Michigan, University of",Ohio St University,25398,25410,1/25/2020,8,149041
Ohio St University,"Michigan, University of",3,6,"Maguire, Dan ",unknown2,1/25/2020,149041,CSA Men,9,"0-11,0-11,0-11","Michigan, University of",Ohio St University,25398,25410,1/25/2020,9,149041
Ohio St University,"Michigan, University of",3,6,unknown1,unknown2,1/25/2020,149041,CSA Men,10,"11-0,11-0,11-0","Michigan, University of",Ohio St University,25398,25410,1/25/2020,10,149041
Georgetown University,Johns Hopkins University,9,0,"Sodi, Brando ","Daniel, William Q",1/25/2020,149059,CSA Men,1,"11-7,11-4,11-7",Georgetown University,Johns Hopkins University,25363,25378,1/25/2020,1,149059
Georgetown University,Johns Hopkins University,9,0,"Burke, Rick F.","Coffin, Preston ",1/25/2020,149059,CSA Men,2,"11-2,11-2,11-9",Georgetown University,Johns Hopkins University,25363,25378,1/25/2020,2,149059
Georgetown University,Johns Hopkins University,9,0,"Perper, Luca ","Osman, Adam ",1/25/2020,149059,CSA Men,3,"11-4,11-8,11-8",Georgetown University,Johns Hopkins University,25363,25378,1/25/2020,3,149059
Georgetown University,Johns Hopkins University,9,0,"Keane, Michael ","Safran, Nathan ",1/25/2020,149059,CSA Men,4,"11-4,11-7,11-9",Georgetown University,Johns Hopkins University,25363,25378,1/25/2020,4,149059
Georgetown University,Johns Hopkins University,9,0,"Sodi, Max ","Phan, Hai ",1/25/2020,149059,CSA Men,5,"5-11,11-8,11-4,11-7",Georgetown University,Johns Hopkins University,25363,25378,1/25/2020,5,149059
Georgetown University,Johns Hopkins University,9,0,"Seibel, Alexander O","Spanos, John ",1/25/2020,149059,CSA Men,6,"11-7,11-5,11-5",Georgetown University,Johns Hopkins University,25363,25378,1/25/2020,6,149059
Georgetown University,Johns Hopkins University,9,0,"Luo, Alex ","Zmily, Sam ",1/25/2020,149059,CSA Men,7,"11-1,11-0,11-2",Georgetown University,Johns Hopkins University,25363,25378,1/25/2020,7,149059
Georgetown University,Johns Hopkins University,9,0,"Omana, Brendan R.","Khanna, Amol ",1/25/2020,149059,CSA Men,8,"11-3,11-3,11-3",Georgetown University,Johns Hopkins University,25363,25378,1/25/2020,8,149059
Georgetown University,Johns Hopkins University,9,0,"Sarawgi, Krish ","Schindler, John ",1/25/2020,149059,CSA Men,9,"11-5,11-1,11-3",Georgetown University,Johns Hopkins University,25363,25378,1/25/2020,9,149059
Georgetown University,Johns Hopkins University,9,0,"Omana, Brendan R.",unknown2,1/25/2020,149059,CSA Men,10,"11-0,11-0,11-0",Georgetown University,Johns Hopkins University,25363,25378,1/25/2020,10,149059
Johns Hopkins University,Duke University,4,5,"Hill, Carson ","Daniel, William Q",1/25/2020,149069,CSA Men,1,"14-12,11-6,11-7",Duke University,Johns Hopkins University,25378,25384,1/25/2020,1,149069
Johns Hopkins University,Duke University,4,5,"Curry, Jack ","Tritsch, Michael R",1/25/2020,149069,CSA Men,2,"5-11,11-2,12-10,6-11,12-10",Duke University,Johns Hopkins University,25378,25384,1/25/2020,2,149069
Johns Hopkins University,Duke University,4,5,"Coffin, Preston ","Long, William M.",1/25/2020,149069,CSA Men,3,"11-8,7-11,11-5,11-3",Johns Hopkins University,Duke University,25378,25384,1/25/2020,3,149069
Johns Hopkins University,Duke University,4,5,"McDaniel, Griffin ","Yang, Dokyung ",1/25/2020,149069,CSA Men,4,"12-10,11-6,13-11",Duke University,Johns Hopkins University,25378,25384,1/25/2020,4,149069
Johns Hopkins University,Duke University,4,5,"Osman, Adam ","Buchanan, Ian D.",1/25/2020,149069,CSA Men,5,"11-7,11-9,11-8",Johns Hopkins University,Duke University,25378,25384,1/25/2020,5,149069
Johns Hopkins University,Duke University,4,5,"Safran, Nathan ","Zhang, Ivy ",1/25/2020,149069,CSA Men,6,"11-7,5-11,13-11,11-2",Johns Hopkins University,Duke University,25378,25384,1/25/2020,6,149069
Johns Hopkins University,Duke University,4,5,"Deakin, Alec J","Phan, Hai ",1/25/2020,149069,CSA Men,7,"4-11,11-9,12-10,14-12",Duke University,Johns Hopkins University,25378,25384,1/25/2020,7,149069
Johns Hopkins University,Duke University,4,5,"Spanos, John ","Kahane, Sam ",1/25/2020,149069,CSA Men,8,"11-3,11-9,12-10",Johns Hopkins University,Duke University,25378,25384,1/25/2020,8,149069
Johns Hopkins University,Duke University,4,5,"Yun, Susan ","Schindler, John ",1/25/2020,149069,CSA Men,9,"8-11,11-6,12-10,13-11",Duke University,Johns Hopkins University,25378,25384,1/25/2020,9,149069
Johns Hopkins University,Duke University,4,5,unknown1,unknown2,1/25/2020,149069,CSA Men,10,"11-0,11-0,11-0",Johns Hopkins University,Duke University,25378,25384,1/25/2020,10,149069
Swarthmore College,Vanderbilt University,1,8,"Gunn, Robert ","Kresge, Schuyler ",1/25/2020,149073,CSA Men,1,"11-3,11-7,11-4",Swarthmore College,Vanderbilt University,25387,25341,1/25/2020,1,149073
Swarthmore College,Vanderbilt University,1,8,"Kent, Bobby ","Pitock, Nathan ",1/25/2020,149073,CSA Men,2,"11-7,11-5,11-5",Vanderbilt University,Swarthmore College,25387,25341,1/25/2020,2,149073
Swarthmore College,Vanderbilt University,1,8,unknown1,"Shan, Allison ",1/25/2020,149073,CSA Men,3,"11-13,15-13,9-11,11-8,11-8",Vanderbilt University,Swarthmore College,25387,25341,1/25/2020,3,149073
Swarthmore College,Vanderbilt University,1,8,"Bernstein, Meredith ","Soutendijk, Tyler ",1/25/2020,149073,CSA Men,4,"11-9,11-8,11-9",Vanderbilt University,Swarthmore College,25387,25341,1/25/2020,4,149073
Swarthmore College,Vanderbilt University,1,8,"LaBarge, Schuyler ","Halepoto, Sameer ",1/25/2020,149073,CSA Men,5,"11-1,11-3,11-3",Vanderbilt University,Swarthmore College,25387,25341,1/25/2020,5,149073
Swarthmore College,Vanderbilt University,1,8,unknown1,unknown2,1/25/2020,149073,CSA Men,6,"0-11,0-11,0-11",Vanderbilt University,Swarthmore College,25387,25341,1/25/2020,6,149073
Swarthmore College,Vanderbilt University,1,8,"Bernstein, Meredith ",unknown2,1/25/2020,149073,CSA Men,7,"0-11,0-11,0-11",Vanderbilt University,Swarthmore College,25387,25341,1/25/2020,7,149073
Swarthmore College,Vanderbilt University,1,8,"LaBarge, Schuyler ",unknown2,1/25/2020,149073,CSA Men,8,"0-11,0-11,0-11",Vanderbilt University,Swarthmore College,25387,25341,1/25/2020,8,149073
Swarthmore College,Vanderbilt University,1,8,"Conway, Sarah ",unknown2,1/25/2020,149073,CSA Men,9,"0-11,0-11,0-11",Vanderbilt University,Swarthmore College,25387,25341,1/25/2020,9,149073
Swarthmore College,Vanderbilt University,1,8,unknown1,unknown2,1/25/2020,149073,CSA Men,10,"11-0,11-0,11-0",Vanderbilt University,Swarthmore College,25387,25341,1/25/2020,10,149073
Xavier University,"Michigan, University of",0,9,"Waldman, Jeremy A.","Juszczyk, Sam C.",1/25/2020,149075,CSA Men,1,"11-4,11-3,11-5","Michigan, University of",Xavier University,27843,25410,1/25/2020,1,149075
Xavier University,"Michigan, University of",0,9,"Alpert, Louis K","Greenwell, Slater P.",1/25/2020,149075,CSA Men,2,"11-4,11-8,11-1","Michigan, University of",Xavier University,27843,25410,1/25/2020,2,149075
Xavier University,"Michigan, University of",0,9,"Kothekar, Akik ","Green, Evan ",1/25/2020,149075,CSA Men,3,"11-4,11-8,11-1","Michigan, University of",Xavier University,27843,25410,1/25/2020,3,149075
Xavier University,"Michigan, University of",0,9,"Doherty, Brendan ","Heekin, Owen ",1/25/2020,149075,CSA Men,4,"11-4,11-3,11-3","Michigan, University of",Xavier University,27843,25410,1/25/2020,4,149075
Xavier University,"Michigan, University of",0,9,"Jain, Yajwin ","Kempton, Maxx ",1/25/2020,149075,CSA Men,5,"11-3,11-1,11-0","Michigan, University of",Xavier University,27843,25410,1/25/2020,5,149075
Xavier University,"Michigan, University of",0,9,"Ngo, Ducminh ","Winters, Jack ",1/25/2020,149075,CSA Men,6,"11-2,11-4,11-3","Michigan, University of",Xavier University,27843,25410,1/25/2020,6,149075
Xavier University,"Michigan, University of",0,9,"Hynes, Conor G","Morris, Hank ",1/25/2020,149075,CSA Men,7,"11-3,12-10,11-3","Michigan, University of",Xavier University,27843,25410,1/25/2020,7,149075
Xavier University,"Michigan, University of",0,9,"Hager, Jacqueline ","Cashman, Matt ",1/25/2020,149075,CSA Men,8,"11-9,11-3,11-6","Michigan, University of",Xavier University,27843,25410,1/25/2020,8,149075
Xavier University,"Michigan, University of",0,9,"Maguire, Dan ","Constantine, David ",1/25/2020,149075,CSA Men,9,"11-2,11-1,11-5","Michigan, University of",Xavier University,27843,25410,1/25/2020,9,149075
Xavier University,"Michigan, University of",0,9,unknown1,unknown2,1/25/2020,149075,CSA Men,10,"11-0,11-0,11-0","Michigan, University of",Xavier University,27843,25410,1/25/2020,10,149075
Duke University,Swarthmore College,9,0,"Hill, Carson ","Gunn, Robert ",1/25/2020,149079,CSA Men,1,"11-2,11-8,11-2",Duke University,Swarthmore College,25384,25387,1/25/2020,1,149079
Duke University,Swarthmore College,9,0,"Curry, Jack ","Pitock, Nathan ",1/25/2020,149079,CSA Men,2,"11-2,11-2,11-2",Duke University,Swarthmore College,25384,25387,1/25/2020,2,149079
Duke University,Swarthmore College,9,0,"Long, William M.","Shan, Allison ",1/25/2020,149079,CSA Men,3,"11-1,11-3,11-1",Duke University,Swarthmore College,25384,25387,1/25/2020,3,149079
Duke University,Swarthmore College,9,0,"Buchanan, Ian D.","Soutendijk, Tyler ",1/25/2020,149079,CSA Men,4,"11-5,11-5,11-4",Duke University,Swarthmore College,25384,25387,1/25/2020,4,149079
Duke University,Swarthmore College,9,0,"Zhang, Ivy ","Halepoto, Sameer ",1/25/2020,149079,CSA Men,5,"11-1,11-1,11-0",Duke University,Swarthmore College,25384,25387,1/25/2020,5,149079
Duke University,Swarthmore College,9,0,"McDaniel, Griffin ",unknown2,1/25/2020,149079,CSA Men,6,"11-0,11-0,11-0",Duke University,Swarthmore College,25384,25387,1/25/2020,6,149079
Duke University,Swarthmore College,9,0,"Deakin, Alec J",unknown2,1/25/2020,149079,CSA Men,7,"11-0,11-0,11-0",Duke University,Swarthmore College,25384,25387,1/25/2020,7,149079
Duke University,Swarthmore College,9,0,"Kahane, Sam ",unknown2,1/25/2020,149079,CSA Men,8,"11-0,11-0,11-0",Duke University,Swarthmore College,25384,25387,1/25/2020,8,149079
Duke University,Swarthmore College,9,0,"Yun, Susan ",unknown2,1/25/2020,149079,CSA Men,9,"11-0,11-0,11-0",Duke University,Swarthmore College,25384,25387,1/25/2020,9,149079
Duke University,Swarthmore College,9,0,unknown1,unknown2,1/25/2020,149079,CSA Men,10,"11-0,11-0,11-0",Duke University,Swarthmore College,25384,25387,1/25/2020,10,149079
Duke University,Vanderbilt University,8,1,"Hill, Carson ","William, Tiwana ",1/25/2020,149080,CSA Men,1,"11-4,11-5,11-2",Duke University,Vanderbilt University,25384,25341,1/25/2020,1,149080
Duke University,Vanderbilt University,8,1,"Curry, Jack ","Boyer, David ",1/25/2020,149080,CSA Men,2,"11-8,11-9,11-4",Duke University,Vanderbilt University,25384,25341,1/25/2020,2,149080
Duke University,Vanderbilt University,8,1,"Long, William M.","Pianka, Matthew J",1/25/2020,149080,CSA Men,3,"11-9,11-5,11-4",Duke University,Vanderbilt University,25384,25341,1/25/2020,3,149080
Duke University,Vanderbilt University,8,1,"McDaniel, Griffin ","Kresge, Schuyler ",1/25/2020,149080,CSA Men,4,"11-3,11-5,11-3",Duke University,Vanderbilt University,25384,25341,1/25/2020,4,149080
Duke University,Vanderbilt University,8,1,"Kent, Bobby ","Buchanan, Ian D.",1/25/2020,149080,CSA Men,5,"11-8,12-10,4-11,11-5",Vanderbilt University,Duke University,25384,25341,1/25/2020,5,149080
Duke University,Vanderbilt University,8,1,"Zhang, Ivy ",unknown2,1/25/2020,149080,CSA Men,6,"11-7,11-5,11-5",Duke University,Vanderbilt University,25384,25341,1/25/2020,6,149080
Duke University,Vanderbilt University,8,1,"Deakin, Alec J","Bernstein, Meredith ",1/25/2020,149080,CSA Men,7,"11-6,11-3,11-5",Duke University,Vanderbilt University,25384,25341,1/25/2020,7,149080
Duke University,Vanderbilt University,8,1,"Kahane, Sam ","LaBarge, Schuyler ",1/25/2020,149080,CSA Men,8,"11-1,11-2,7-11,11-6",Duke University,Vanderbilt University,25384,25341,1/25/2020,8,149080
Duke University,Vanderbilt University,8,1,"Yun, Susan ","Conway, Sarah ",1/25/2020,149080,CSA Men,9,"11-3,11-5,11-6",Duke University,Vanderbilt University,25384,25341,1/25/2020,9,149080
Duke University,Vanderbilt University,8,1,unknown1,unknown2,1/25/2020,149080,CSA Men,10,"11-0,11-0,11-0",Duke University,Vanderbilt University,25384,25341,1/25/2020,10,149080
Dartmouth College,St. Lawrence University,5,4,"Ibrahim, Karim ","Harding, Toby ",1/26/2020,134922,CSA Men,1,"11-4,11-9,11-9",St. Lawrence University,Dartmouth College,25330,25361,1/26/2020,1,134922
Dartmouth College,St. Lawrence University,5,4,"Corigliano, Enzo ","De Otaduy, Brandon ",1/26/2020,134922,CSA Men,2,"11-9,11-4,11-7",St. Lawrence University,Dartmouth College,25330,25361,1/26/2020,2,134922
Dartmouth College,St. Lawrence University,5,4,"Nawar, Belal ","Anderson, Reg ",1/26/2020,134922,CSA Men,3,"11-7,11-4,11-8",St. Lawrence University,Dartmouth College,25330,25361,1/26/2020,3,134922
Dartmouth College,St. Lawrence University,5,4,"Lee, Inwoo ","Bell, James ",1/26/2020,134922,CSA Men,4,"11-13,11-5,11-5,8-11,11-6",St. Lawrence University,Dartmouth College,25330,25361,1/26/2020,4,134922
Dartmouth College,St. Lawrence University,5,4,"Supattapone, Sam ","Thawani, Aran ",1/26/2020,134922,CSA Men,5,"11-3,11-1,11-1",Dartmouth College,St. Lawrence University,25330,25361,1/26/2020,5,134922
Dartmouth College,St. Lawrence University,5,4,"Martino, Tucker V.","Barrow, James ",1/26/2020,134922,CSA Men,6,"11-1,11-8,11-2",Dartmouth College,St. Lawrence University,25330,25361,1/26/2020,6,134922
Dartmouth College,St. Lawrence University,5,4,"Finkelstein, Max A.","Levy, Aaron ",1/26/2020,134922,CSA Men,7,"11-3,11-5,11-3",Dartmouth College,St. Lawrence University,25330,25361,1/26/2020,7,134922
Dartmouth College,St. Lawrence University,5,4,"Bell, Jack ","Thomas, Logan ",1/26/2020,134922,CSA Men,8,"11-0,11-5,11-4",Dartmouth College,St. Lawrence University,25330,25361,1/26/2020,8,134922
Dartmouth College,St. Lawrence University,5,4,"White, Lucan ","Schmalz, Tyler K.",1/26/2020,134922,CSA Men,9,"11-0,11-3,11-2",Dartmouth College,St. Lawrence University,25330,25361,1/26/2020,9,134922
Dartmouth College,St. Lawrence University,5,4,"Montima, Jason ","Rosas, Daniel ",1/26/2020,134922,CSA Men,10,"11-2,11-5,11-2",Dartmouth College,St. Lawrence University,25330,25361,1/26/2020,10,134922
"Virginia, University of",Columbia University,6,3,"El Torkey, Omar ","Wyatt, James ",1/26/2020,135013,CSA Men,1,"11-8,11-9,11-7","Virginia, University of",Columbia University,25367,25336,1/26/2020,1,135013
"Virginia, University of",Columbia University,6,3,"Hussein, Aly ","Hall, Callan M",1/26/2020,135013,CSA Men,2,"11-3,11-7,11-6","Virginia, University of",Columbia University,25367,25336,1/26/2020,2,135013
"Virginia, University of",Columbia University,6,3,"Mann, Robin Singh ","Holey, William C",1/26/2020,135013,CSA Men,3,"7-11,5-11,11-3,11-5,11-6",Columbia University,"Virginia, University of",25367,25336,1/26/2020,3,135013
"Virginia, University of",Columbia University,6,3,"Little, Cullen F","Kapur, Krish ",1/26/2020,135013,CSA Men,4,"11-9,13-11,4-11,11-5","Virginia, University of",Columbia University,25367,25336,1/26/2020,4,135013
"Virginia, University of",Columbia University,6,3,"Shah, Chaitanya ","Miller, Peter C ",1/26/2020,135013,CSA Men,5,"11-7,11-6,11-9",Columbia University,"Virginia, University of",25367,25336,1/26/2020,5,135013
"Virginia, University of",Columbia University,6,3,"Ghaeli, Justin ","Yates, Glenn ",1/26/2020,135013,CSA Men,6,"11-3,10-12,11-7,11-8",Columbia University,"Virginia, University of",25367,25336,1/26/2020,6,135013
"Virginia, University of",Columbia University,6,3,"Hansford, Toby S.","Sehrawat, Rahul ",1/26/2020,135013,CSA Men,7,"11-3,11-9,11-7","Virginia, University of",Columbia University,25367,25336,1/26/2020,7,135013
"Virginia, University of",Columbia University,6,3,"Braff, William ","Kankariya, Aditya ",1/26/2020,135013,CSA Men,8,"11-5,11-6,11-8","Virginia, University of",Columbia University,25367,25336,1/26/2020,8,135013
"Virginia, University of",Columbia University,6,3,"Durfee, Teddy ","Camiener, Hugh ",1/26/2020,135013,CSA Men,9,"11-5,6-11,11-6,11-9","Virginia, University of",Columbia University,25367,25336,1/26/2020,9,135013
"Virginia, University of",Columbia University,6,3,"Braff, Andrew C.","Jung, Andrew ",1/26/2020,135013,CSA Men,10,"12-10,11-4,11-9","Virginia, University of",Columbia University,25367,25336,1/26/2020,10,135013
Cornell University,Franklin and Marshall College,5,4,"Chotrani, Veer ","Parekh, Aryan ",1/26/2020,135042,CSA Men,1,"11-9,11-5,11-5",Cornell University,Franklin and Marshall College,25328,25357,1/26/2020,1,135042
Cornell University,Franklin and Marshall College,5,4,"Jeeva, Sanjay ","Culhane, Charles ",1/26/2020,135042,CSA Men,2,"11-7,11-7,11-8",Franklin and Marshall College,Cornell University,25328,25357,1/26/2020,2,135042
Cornell University,Franklin and Marshall College,5,4,"Iyer, Nikhil A.","Abbas, Shamseldeen A",1/26/2020,135042,CSA Men,3,"7-11,11-6,11-6,11-7",Cornell University,Franklin and Marshall College,25328,25357,1/26/2020,3,135042
Cornell University,Franklin and Marshall College,5,4,"Senkel, Yannis ","Park, Luke ",1/26/2020,135042,CSA Men,4,"11-4,11-7,11-8",Franklin and Marshall College,Cornell University,25328,25357,1/26/2020,4,135042
Cornell University,Franklin and Marshall College,5,4,"Goth Errington, Nicholas ","Dukarm, Matthew ",1/26/2020,135042,CSA Men,5,"11-7,11-7,11-8",Cornell University,Franklin and Marshall College,25328,25357,1/26/2020,5,135042
Cornell University,Franklin and Marshall College,5,4,"Advani, Raunak ","Presman, Illia ",1/26/2020,135042,CSA Men,6,"8-11,3-11,11-5,11-9,11-9",Franklin and Marshall College,Cornell University,25328,25357,1/26/2020,6,135042
Cornell University,Franklin and Marshall College,5,4,"Khan, Humza A","Hinostroza, Flavio ",1/26/2020,135042,CSA Men,7,"11-4,12-10,11-7",Cornell University,Franklin and Marshall College,25328,25357,1/26/2020,7,135042
Cornell University,Franklin and Marshall College,5,4,"Eill, Teddy ","Dworetzky, Alex ",1/26/2020,135042,CSA Men,8,"11-8,11-7,11-8",Franklin and Marshall College,Cornell University,25328,25357,1/26/2020,8,135042
Cornell University,Franklin and Marshall College,5,4,"Scherl, Jared ","Bassett, Kingman ",1/26/2020,135042,CSA Men,9,"7-11,11-7,11-6,11-8",Cornell University,Franklin and Marshall College,25328,25357,1/26/2020,9,135042
Cornell University,Franklin and Marshall College,5,4,"Mocorrea, Thomas F.","Tompkins, Allen C.",1/26/2020,135042,CSA Men,10,"11-7,11-7,11-7",Cornell University,Franklin and Marshall College,25328,25357,1/26/2020,10,135042
Harvard University,"Rochester, University of",9,0,"Tarek, Marwan ","Davies, Ashley G.",1/26/2020,135725,CSA Men,1,"11-7,11-4,11-7",Harvard University,"Rochester, University of",25324,25326,1/26/2020,1,135725
Harvard University,"Rochester, University of",9,0,"Abouaish, Saadeldin ","Toth, Matthew ",1/26/2020,135725,CSA Men,2,"11-4,11-3,13-11",Harvard University,"Rochester, University of",25324,25326,1/26/2020,2,135725
Harvard University,"Rochester, University of",9,0,"Scherl, Samuel ","Segundo Corona, Cesar ",1/26/2020,135725,CSA Men,3,"11-2,11-5,11-2",Harvard University,"Rochester, University of",25324,25326,1/26/2020,3,135725
Harvard University,"Rochester, University of",9,0,"Hughes, Sean ","Lasheen, Abdelrahman ",1/26/2020,135725,CSA Men,4,"11-8,11-6,11-5",Harvard University,"Rochester, University of",25324,25326,1/26/2020,4,135725
